budget,genres,id,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
60000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",2501,en,The Bourne Identity,86.476817,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}]",2002-06-14,214034224,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""nl"", ""name"": ""Nederlands""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",He was the perfect weapon until he became the target.,The Bourne Identity,7.3,3583
258000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",559,en,Spider-Man 3,115.699814,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-05-01,890871626,139,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",The battle within.,Spider-Man 3,5.9,3576
37000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8966,en,Twilight,127.084938,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-20,392616625,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","When you can live forever, what do you live for?",Twilight,5.8,3561
23600000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",19908,en,Zombieland,57.300674,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-07,102391382,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This place is so dead,Zombieland,7.2,3550
200000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",68728,en,Oz: The Great and Powerful,46.985445,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-03-07,491868548,130,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","In Oz, nothing is what it seems",Oz: The Great and Powerful,5.7,3530
200000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",62211,en,Monsters University,89.186492,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-06-20,743559607,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",School never looked this scary.,Monsters University,7.0,3528
210000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",36668,en,X-Men: The Last Stand,3.857526,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-05-24,459359555,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Take a Stand,X-Men: The Last Stand,6.3,3525
28000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",78,en,Blade Runner,94.056131,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1982-06-25,33139618,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""cn"", ""name"": ""\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Man has made his match... now it's his problem.,Blade Runner,7.9,3509
110000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",36658,en,X2,2.871739,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-04-24,407711549,133,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",The time has come for those who are different to stand united.,X2,6.8,3506
92000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",47964,en,A Good Day to Die Hard,65.402595,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-02-06,304654182,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Yippee Ki-Yay Mother Russia,A Good Day to Die Hard,5.2,3493
75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",328111,en,The Secret Life of Pets,31.482872,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-18,875958308,87,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Think this is what they do all day?,The Secret Life of Pets,5.9,3462
6000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",141,en,Donnie Darko,61.210016,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-18,1270522,113,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You can never go too far,Donnie Darko,7.7,3452
150000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",604,en,The Matrix Reloaded,70.78591,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-05-15,738599701,138,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Free your mind.,The Matrix Reloaded,6.7,3443
115000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",68724,en,Elysium,67.33767,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-08-07,286140700,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",He can save us all.,Elysium,6.4,3439
38000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",9799,en,The Fast and the Furious,6.909942,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-06-22,207283925,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Live life 1/4 mile at a time.,The Fast and the Furious,6.6,3428
44500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",68734,en,Argo,62.01056,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-10-11,232324128,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fa"", ""name"": ""\u0641\u0627\u0631\u0633\u06cc""}]",The movie was fake. The mission was real.,Argo,7.1,3423
40000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",49530,en,In Time,60.231382,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-10-27,173930596,109,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Time Is Power,In Time,6.7,3417
28000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}]",812,en,Aladdin,92.982009,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-11-25,504050219,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Wish granted!,Aladdin,7.4,3416
8500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",242582,en,Nightcrawler,89.095538,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-10-23,38697217,117,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The city shines brightest at night,Nightcrawler,7.6,3395
40000000,"[{""id"": 18, ""name"": ""Drama""}]",37799,en,The Social Network,69.27822,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-09-30,224920315,120,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You don't get to 500 million friends without making a few enemies.,The Social Network,7.1,3391
30000000,"[{""id"": 878, ""name"": ""Science Fiction""}]",17654,en,District 9,63.13678,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""ZA"", ""name"": ""South Africa""}]",2009-08-05,210819611,112,"[{""iso_639_1"": ""af"", ""name"": ""Afrikaans""}, {""iso_639_1"": ""ny"", ""name"": """"}, {""iso_639_1"": ""st"", ""name"": """"}, {""iso_639_1"": ""xh"", ""name"": """"}, {""iso_639_1"": ""zu"", ""name"": ""isiZulu""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",You are not welcome here.,District 9,7.3,3382
13000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",240,en,The Godfather: Part II,105.792936,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1974-12-20,47542841,200,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]","I don't feel I have to wipe everybody out, Tom. Just my enemies.",The Godfather: Part II,8.3,3338
72000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",197,en,Braveheart,60.722162,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-05-24,210000000,177,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""gd"", ""name"": """"}]",Every man dies. Not every man truly lives.,Braveheart,7.7,3336
260000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}]",38757,en,Tangled,48.681969,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-11-24,591794936,100,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",They're taking adventure to new lengths.,Tangled,7.4,3330
50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}]",187017,en,22 Jump Street,52.380982,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-06-05,188441614,112,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",They're not 21 anymore,22 Jump Street,7.0,3319
15000000,"[{""id"": 18, ""name"": ""Drama""}]",14,en,American Beauty,80.878605,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-09-15,356296601,122,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Look closer.,American Beauty,7.9,3313
15000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",266856,en,The Theory of Everything,61.182331,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-11-26,123726688,123,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",His Mind Changed Our World. Her Love Changed His.,The Theory of Everything,7.8,3311
10000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",194,fr,Le fabuleux destin d'Amélie Poulain,73.720244,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2001-04-25,173921954,122,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",One person can change your life forever.,Amélie,7.8,3310
195000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",38356,en,Transformers: Dark of the Moon,28.529607,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2011-06-28,1123746996,154,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The invasion we always feared. An enemy we never expected.,Transformers: Dark of the Moon,6.1,3299
150000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 10749, ""name"": ""Romance""}]",4922,en,The Curious Case of Benjamin Button,60.269279,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-11-24,333932083,166,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Life isn't measured in minutes, but in moments.",The Curious Case of Benjamin Button,7.3,3292
10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",601,en,E.T. the Extra-Terrestrial,56.105798,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1982-04-03,792910554,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",He is afraid. He is alone. He is three million light years from home.,E.T. the Extra-Terrestrial,7.3,3269
75000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",602,en,Independence Day,60.442593,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-25,816969268,145,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Earth. Take a good look. It might be your last.,Independence Day,6.7,3260
40000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]",216015,en,Fifty Shades of Grey,98.755657,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-02-11,571006128,125,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Are you curious?,Fifty Shades of Grey,5.2,3254
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",629,en,The Usual Suspects,64.025031,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-07-19,23341568,106,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3254
50000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}]",60304,en,Hansel & Gretel: Witch Hunters,53.02787,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2013-01-17,224803475,88,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Classic tale. New twist.,Hansel & Gretel: Witch Hunters,5.7,3239
75000000,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}]",953,en,Madagascar,48.110909,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-05-25,532680671,86,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""th"", ""name"": ""\u0e20\u0e32\u0e29\u0e32\u0e44\u0e17\u0e22""}]",Someone's got a zoo loose.,Madagascar,6.6,3237
90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",291805,en,Now You See Me 2,51.535701,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-06-02,334901337,129,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",You Haven't Seen Anything Yet,Now You See Me 2,6.7,3235
150000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",177677,en,Mission: Impossible - Rogue Nation,114.522237,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-23,682330139,131,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Desperate Times. Desperate Measures.,Mission: Impossible - Rogue Nation,7.1,3224
18500000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",679,en,Aliens,67.66094,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1986-07-18,183316455,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",This Time It's War,Aliens,7.7,3220
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}]",8358,en,Cast Away,57.739713,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-22,429632142,143,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","At the edge of the world, his journey begins.",Cast Away,7.5,3218
48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",89,en,Indiana Jones and the Last Crusade,80.972475,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-05-24,474171806,127,"[{""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]","The man with the hat is back. And this time, he's bringing his Dad.",Indiana Jones and the Last Crusade,7.6,3152
40000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}]",745,en,The Sixth Sense,73.085576,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-08-06,672806292,107,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Not every gift is a blessing.,The Sixth Sense,7.7,3147
130000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}]",9502,en,Kung Fu Panda,84.689648,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-06-04,631744560,90,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Prepare for awesomeness.,Kung Fu Panda,6.9,3145
90000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 14, ""name"": ""Fantasy""}]",116745,en,The Secret Life of Walter Mitty,43.348022,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-12-18,188133322,114,"[{""iso_639_1"": ""en"", ""name"": ""English""}]","Stop Dreaming, Start Living",The Secret Life of Walter Mitty,7.0,3144
150000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",8373,en,Transformers: Revenge of the Fallen,21.939663,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-19,836297228,150,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Revenge is coming.,Transformers: Revenge of the Fallen,6.0,3138
